token_text	predicates	gold predicates	arguments	gold arguments
offensive	_	_	_	_
be	PRED	PRED	_	_
united	_	_	_	_
and	_	_	_	_
it	_	_	ARG	_
is	PRED	PRED	_	_
crucial	_	_	_	_
to	_	_	_	_
reach	PRED	PRED	_	_
the	_	_	_	_
top	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
crime	_	_	_	_
pyramid	_	_	_	_
.	_	_	_	_
You	_	_	ARG	ARG
can	_	_	_	ARG
not	_	_	_	ARG
eliminate	PRED	PRED	_	_
organized	_	_	_	_
crime	_	_	ARG	ARG
by	_	_	_	_
arresting	_	PRED	_	ARG
the	_	_	_	_
little	_	_	_	_
drug	_	_	_	_
dealer	_	_	ARG	_
on	_	_	_	_
the	_	_	_	_
street	_	_	_	_
corner	_	_	_	_
.	_	_	_	_
If	_	_	_	_
part	_	_	ARG	ARG
of	_	_	_	_
the	_	_	_	_
public	_	_	_	_
supports	PRED	PRED	_	_
it	_	_	ARG	ARG
,	_	_	_	_
others	_	_	ARG	_
tolerate	PRED	PRED	_	_
it	_	_	ARG	_
,	_	_	_	_
many	_	_	ARG	_
are	PRED	PRED	_	_
afraid	_	PRED	_	_
of	_	_	_	_
it	_	_	_	_
and	_	_	_	_
some	_	_	ARG	_
try	PRED	PRED	_	_
to	_	_	_	_
explain	PRED	PRED	_	_
it	_	_	ARG	_
away	_	_	_	_
by	_	_	_	_
poverty	_	_	ARG	_
or	_	_	_	_
by	_	_	_	_
a	_	_	_	_
miserable	_	_	_	_
childhood	_	_	ARG	_
,	_	_	_	_
organized	_	_	_	_
crime	_	_	ARG	_
will	_	_	_	_
thrive	PRED	PRED	_	_
and	_	_	_	_
so	_	_	_	_
will	_	_	_	_
terrorism	_	_	_	_
.	_	_	_	_
Russia	_	_	ARG	_
is	PRED	PRED	_	_
beginning	_	PRED	_	_
to	_	_	_	_
understand	PRED	PRED	_	_
it	_	_	ARG	_
.	_	_	_	_
I	_	_	ARG	ARG
am	PRED	PRED	_	_
very	_	_	_	_
much	_	_	_	_
afraid	_	PRED	_	ARG
that	_	_	_	_
most	_	_	ARG	_
of	_	_	_	_
Europe	_	_	_	_
still	_	_	_	_
does	PRED	PRED	_	_
not	_	_	_	_
understand	PRED	PRED	_	_
it	_	_	ARG	_
.	_	_	_	_
Unfortunately	_	_	_	ARG
,	_	_	_	_
it	_	_	ARG	_
seems	PRED	PRED	_	_
that	_	_	_	_
Europe	_	_	ARG	_
will	_	_	_	_
understand	PRED	PRED	_	ARG
it	_	_	ARG	_
only	_	_	_	_
after	_	_	_	_
suicide	_	_	_	_
murders	_	PRED	ARG	_
arrive	PRED	PRED	_	_
in	_	_	_	_
Europe	_	_	_	_
in	_	_	_	_
a	_	_	_	_
big	_	_	_	_
way	_	PRED	_	_
.	_	_	_	_
The	_	_	_	_
Spanish	_	_	_	_
trains	_	_	ARG	_
and	_	_	_	_
the	_	_	_	_
Istanbul	_	_	_	ARG
bombings	_	PRED	_	_
are	PRED	PRED	_	_
only	_	_	_	_
the	_	_	_	_
beginning	_	PRED	_	_
.	_	_	_	_
The	_	_	_	_
unity	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
Civilized	_	_	_	_
World	_	_	_	_
in	_	_	_	_
fighting	_	PRED	_	_
this	_	_	_	_
horror	_	_	ARG	ARG
is	PRED	PRED	_	_
absolutely	_	_	_	_
indispensable	_	PRED	_	_
.	_	_	_	_
Until	_	_	_	_
Europe	_	_	ARG	ARG
wakes	PRED	PRED	_	_
up	_	_	_	_
,	_	_	_	_
this	_	_	_	_
unity	_	_	ARG	_
will	_	_	_	_
not	_	_	_	_
be	PRED	PRED	_	_
achieved	PRED	PRED	_	_
.	_	_	_	_
*	_	_	_	_
2	_	_	_	_
.	_	_	_	_
The	_	_	_	_
second	_	_	_	_
ingredient	_	_	ARG	ARG
is	PRED	PRED	_	_
words	_	_	_	ARG
,	_	_	_	_
more	_	_	_	_
precisely	_	_	_	_
lies	_	PRED	_	_
.	_	_	_	_
*	_	_	_	_
It	_	_	_	_
is	PRED	PRED	_	_
often	_	_	_	_
said	PRED	PRED	_	_
that	_	_	_	_
politicians	_	_	ARG	_
,	_	_	_	_
diplomats	_	_	_	_
and	_	_	_	_
perhaps	_	_	_	_
also	_	_	_	_
lawyers	_	_	_	_
and	_	_	_	_
business	_	_	_	_
people	_	_	_	_
must	_	_	_	_
sometimes	_	_	_	_
lie	PRED	PRED	_	_
,	_	_	_	_
as	_	_	_	_
part	_	_	_	_
of	_	_	_	_
their	_	_	_	_
professional	_	_	_	_
life	_	_	_	_
.	_	_	_	_
But	_	_	_	ARG
the	_	_	_	_
norms	_	_	ARG	ARG
of	_	_	_	_
politics	_	_	_	_
and	_	_	_	_
diplomacy	_	_	_	_
are	PRED	PRED	_	_
childish	_	PRED	_	ARG
,	_	_	_	_
in	_	_	_	_
comparison	_	PRED	_	ARG
with	_	_	_	_
the	_	_	_	_
level	_	_	_	_
of	_	_	_	_
incitement	_	PRED	_	_
and	_	_	_	_
total	_	_	_	_
absolute	_	_	_	_
deliberate	_	_	_	_
fabrications	_	PRED	_	_
,	_	_	_	_
which	_	_	ARG	_
have	PRED	PRED	_	_
reached	PRED	PRED	_	_
new	_	_	_	_
heights	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
region	_	_	_	_
we	_	_	ARG	_
are	PRED	PRED	_	_
talking	_	PRED	_	_
about	_	_	_	_
.	_	_	_	_
An	_	_	_	_
incredible	_	_	_	_
number	_	_	ARG	ARG
of	_	_	_	_
people	_	_	_	_
in	_	_	_	_
the	_	_	_	_
Arab	_	_	_	_
world	_	_	_	_
believe	PRED	PRED	_	_
that	_	_	_	_
September	_	_	ARG	_
11	_	_	_	_
never	_	_	_	_
happened	PRED	PRED	_	ARG
,	_	_	_	_
or	_	_	_	_
was	PRED	PRED	_	_
an	_	_	_	_
American	_	_	_	_
provocation	_	PRED	_	_
or	_	_	_	_
,	_	_	_	_
even	_	_	_	_
better	_	_	_	_
,	_	_	_	_
a	_	_	_	_
Jewish	_	_	_	_
plot	_	PRED	_	_
.	_	_	_	_
You	_	_	ARG	ARG
all	_	_	_	_
remember	PRED	PRED	_	_
the	_	_	_	_
Iraqi	_	_	_	_
Minister	_	_	ARG	ARG
of	_	_	_	_
Information	_	_	_	_
,	_	_	_	_
Mr.	_	_	_	_
Mouhamad	_	_	ARG	_
Said	_	_	_	_
al	_	_	_	_
-	_	_	_	_
Sahaf	_	_	_	_
and	_	_	_	_
his	_	_	_	_
press	_	_	_	_
conferences	_	PRED	_	_
when	_	_	_	_
the	_	_	_	_
US	_	_	_	_
forces	_	_	ARG	_
were	PRED	PRED	_	_
already	_	_	ARG	_
inside	_	_	_	_
Baghdad	_	_	_	_
.	_	_	_	_
Disinformation	_	_	ARG	_
at	_	_	_	_
time	_	_	_	_
of	_	_	_	_
war	_	PRED	_	_
is	PRED	PRED	_	_
an	_	_	_	_
accepted	PRED	_	_	_
tactic	_	_	_	_
.	_	_	_	_
But	_	_	_	_
to	_	_	_	_
stand	PRED	PRED	_	_
,	_	_	_	_
day	_	_	_	ARG
after	_	_	_	_
day	_	_	_	_
,	_	_	_	_
and	_	_	_	_
to	_	_	_	_
make	PRED	PRED	_	_
such	_	_	_	_
preposterous	_	_	_	_
statements	_	PRED	ARG	_
,	_	_	_	_
known	_	_	_	_
to	_	_	_	_
everybody	_	_	ARG	_
to	_	_	_	_
be	PRED	PRED	_	_
lies	_	PRED	_	_
,	_	_	_	_
without	_	_	_	_
even	_	_	_	_
being	_	PRED	_	_
ridiculed	PRED	PRED	_	_
in	_	_	_	_
your	_	_	_	_
own	_	_	_	_
milieu	_	_	_	_
,	_	_	_	_
can	_	_	_	_
only	_	_	_	_
happen	PRED	PRED	_	_
in	_	_	_	_
this	_	_	_	_
region	_	_	_	_
.	_	_	_	_
Mr.	_	_	_	ARG
Sahaf	_	_	ARG	_
eventually	_	_	_	ARG
became	PRED	PRED	_	_
a	_	_	_	_
popular	_	_	_	_
icon	_	_	_	ARG
as	_	_	_	_
a	_	_	_	_
court	_	_	_	_
jester	_	_	_	ARG
,	_	_	_	_
but	_	_	_	_
this	_	_	ARG	_
did	PRED	PRED	_	_
not	_	_	_	_
stop	PRED	PRED	_	_
some	_	_	_	_
allegedly	_	_	_	_
respectable	_	_	_	_
newspapers	_	_	ARG	_
from	_	_	_	_
giving	_	PRED	_	_
him	_	_	ARG	_
equal	_	_	_	_
time	_	_	ARG	_
.	_	_	_	_
It	_	_	ARG	_
also	_	_	_	_
does	PRED	PRED	_	_
not	_	_	_	_
prevent	PRED	PRED	_	_
the	_	_	_	_
Western	_	_	_	_
press	_	_	ARG	_
from	_	_	_	_
giving	_	PRED	_	_
credence	_	_	ARG	_
,	_	_	_	_
every	_	_	_	_
day	_	_	_	_
,	_	_	_	_
even	_	_	_	_
now	_	_	ARG	_
,	_	_	_	_
to	_	_	_	_
similar	_	_	_	_
liars	_	_	ARG	_
.	_	_	_	_
After	_	_	_	_
all	_	_	_	_
,	_	_	_	_
if	_	_	_	_
you	_	_	ARG	ARG
want	PRED	PRED	_	_
to	_	_	_	_
be	PRED	PRED	_	_
an	_	_	_	_
anti-Semite	_	_	_	ARG
,	_	_	_	_
there	_	_	_	_
are	PRED	PRED	_	_
subtle	_	_	_	_
ways	_	PRED	_	_
of	_	_	_	_
doing	_	PRED	_	_
it	_	_	ARG	_
.	_	_	_	_
You	_	_	ARG	_
do	PRED	PRED	_	_
not	_	_	_	_
have	PRED	PRED	_	_
to	_	_	_	_
claim	PRED	PRED	_	_
that	_	_	_	_
the	_	_	_	_
holocaust	_	_	ARG	_
never	_	_	_	_
happened	PRED	PRED	_	_
,	_	_	_	_
and	_	_	_	_
that	_	_	_	_
the	_	_	_	_
Jewish	_	_	_	_
temple	_	_	ARG	_
in	_	_	_	_
Jerusalem	_	_	_	_
never	_	_	_	_
existed	PRED	PRED	_	_
.	_	_	_	_
But	_	_	_	_
millions	_	_	_	_
of	_	_	_	_
Moslems	_	_	_	_
are	PRED	PRED	_	_
told	PRED	PRED	_	_
by	_	_	_	_
their	_	_	_	_
leaders	_	_	ARG	_
that	_	_	_	_
this	_	_	ARG	_
is	PRED	PRED	_	_
the	_	_	_	_
case	_	PRED	_	_
.	_	_	_	_
When	_	_	_	_
these	_	_	_	_
same	_	_	_	_
leaders	_	_	ARG	_
make	PRED	PRED	_	_
other	_	_	_	_
statements	_	PRED	ARG	ARG
,	_	_	_	_
the	_	_	_	_
Western	_	_	_	_
media	_	_	ARG	_
report	PRED	PRED	_	_
them	_	_	ARG	_
as	_	_	_	_
if	_	_	_	_
they	_	_	ARG	_
could	_	_	_	_
be	PRED	PRED	_	_
true	_	PRED	_	_
.	_	_	_	_
It	_	_	ARG	_
is	PRED	PRED	_	_
a	_	_	_	_
daily	_	_	_	_
occurrence	_	_	_	ARG
that	_	_	_	_
the	_	_	_	_
same	_	_	_	_
people	_	_	ARG	_
who	_	_	ARG	_
finance	PRED	PRED	_	_
,	_	_	_	_
arm	PRED	PRED	_	_
and	_	_	_	_
dispatch	PRED	PRED	_	_
suicide	_	_	_	_
murderers	_	_	ARG	_
,	_	_	_	_
condemn	PRED	PRED	_	ARG
the	_	_	_	_
act	_	_	ARG	_
in	_	_	_	_
English	_	_	_	_
in	_	_	_	_
front	_	_	_	_
of	_	_	_	_
western	_	_	_	_
TV	_	_	_	_
cameras	_	_	_	_
,	_	_	_	_
talking	_	PRED	_	_
to	_	_	_	_
a	_	_	_	_
world	_	_	_	_
audience	_	_	ARG	_
,	_	_	_	_
which	_	_	ARG	_
even	_	_	_	_
partly	_	_	_	_
believes	PRED	PRED	_	_
them	_	_	ARG	_
.	_	_	_	_
It	_	_	ARG	_
is	PRED	PRED	_	_
a	_	_	_	_
daily	_	_	_	_
routine	_	_	_	ARG
to	_	_	_	_
hear	PRED	PRED	_	ARG
the	_	_	_	_
same	_	_	_	_
leader	_	_	ARG	_
making	_	PRED	_	_
opposite	_	_	_	_
statements	_	PRED	ARG	_
in	_	_	_	_
Arabic	_	_	_	_
to	_	_	ARG	_
his	_	_	_	_
people	_	_	ARG	_
and	_	_	_	_
in	_	_	_	_
English	_	_	_	_
to	_	_	_	_
the	_	_	_	_
rest	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
world	_	_	_	_
.	_	_	_	_
Incitement	_	PRED	ARG	_
by	_	_	_	_
Arab	_	_	_	_
TV	_	_	ARG	ARG
,	_	_	_	_
accompanied	PRED	PRED	_	ARG
by	_	_	_	_
horror	_	_	_	_
pictures	_	_	ARG	_
of	_	_	_	_
mutilated	PRED	PRED	_	_
bodies	_	_	_	_
,	_	_	_	_
has	PRED	PRED	_	_
become	PRED	PRED	_	_
a	_	_	_	_
powerful	_	_	_	_
weapon	_	_	_	_
of	_	_	_	_
those	_	_	_	_
who	_	_	ARG	_
lie	PRED	PRED	_	_
,	_	_	_	_
distort	PRED	PRED	_	_
and	_	_	_	_
want	PRED	PRED	_	_
to	_	_	_	_
destroy	PRED	PRED	_	_
everything	_	_	ARG	_
.	_	_	_	_
Little	_	_	_	_
children	_	_	ARG	_
are	PRED	PRED	_	_
raised	PRED	PRED	_	_
on	_	_	_	_
deep	_	_	_	_
hatred	_	_	_	_
and	_	_	_	_
on	_	_	_	_
admiration	_	_	_	_
of	_	_	_	_
so	_	_	_	_
-	_	_	_	_
called	PRED	_	_	_
martyrs	_	_	_	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
Western	_	_	_	_
World	_	_	ARG	_
does	PRED	PRED	_	_
not	_	_	_	_
notice	PRED	PRED	_	_
it	_	_	ARG	_
because	_	_	_	_
its	_	_	_	_
own	_	_	_	_
TV	_	_	_	_
sets	_	_	ARG	_
are	PRED	PRED	_	_
mostly	_	_	_	_
tuned	PRED	PRED	_	_
to	_	_	_	_
soap	_	_	_	_
operas	_	_	ARG	_
and	_	_	_	_
game	_	_	_	_
shows	_	PRED	_	_
.	_	_	_	_
I	_	_	ARG	ARG
recommend	PRED	PRED	_	_
to	_	_	_	_
you	_	_	ARG	ARG
,	_	_	_	_
even	_	_	_	_
though	_	_	_	_
most	_	_	ARG	_
of	_	_	_	_
you	_	_	_	_
do	PRED	PRED	_	_
not	_	_	_	_
understand	PRED	PRED	_	ARG
Arabic	_	_	ARG	_
,	_	_	_	_
to	_	_	_	_
watch	PRED	PRED	_	ARG
Al	_	_	_	_
Jazeera	_	_	ARG	_
,	_	_	_	_
from	_	_	_	_
time	_	_	_	_
to	_	_	_	_
time	_	_	ARG	_
.	_	_	_	_
But	_	_	_	ARG
words	_	_	ARG	ARG
also	_	_	_	ARG
work	PRED	PRED	_	_
in	_	_	_	_
other	_	_	_	_
ways	_	PRED	_	ARG
,	_	_	_	_
more	_	_	_	_
subtle	_	_	_	_
.	_	_	_	_
A	_	_	_	_
demonstration	_	PRED	ARG	_
in	_	_	_	_
Berlin	_	_	_	ARG
,	_	_	_	_
carrying	_	PRED	_	_
banners	_	_	ARG	_
supporting	_	PRED	_	_
Saddam	_	_	_	_
's	_	_	_	_
regime	_	_	ARG	_
and	_	_	_	_
featuring	_	PRED	_	_
three	_	_	_	_
-	_	_	_	_
year	_	_	_	_
old	_	_	_	_
babies	_	_	ARG	_
dressed	PRED	PRED	_	_
as	_	_	_	_
suicide	_	_	_	_
murderers	_	_	_	_
,	_	_	_	_
is	PRED	PRED	_	_
defined	PRED	PRED	_	_
by	_	_	_	_
the	_	_	_	_
press	_	_	ARG	_
and	_	_	_	_
by	_	_	_	_
political	_	_	_	_
leaders	_	_	ARG	_
as	_	_	_	_
a	_	_	_	_
|	|	_	_	_	_
peace	_	_	_	_
demonstration	_	PRED	_	_
|	|	_	_	_	_
.	_	_	_	_
You	_	_	ARG	ARG
may	_	_	_	ARG
support	PRED	PRED	_	_
or	_	_	_	_
oppose	PRED	PRED	_	_
the	_	_	_	_
Iraq	_	_	_	_
war	_	PRED	ARG	ARG
,	_	_	_	_
but	_	_	_	_
to	_	_	_	_
refer	PRED	PRED	_	_
to	_	_	_	_
fans	_	_	ARG	_
of	_	_	_	_
Saddam	_	_	_	_
,	_	_	_	_
Arafat	_	_	_	_
or	_	_	_	_
Bin	_	_	_	_
Laden	_	_	_	_
as	_	_	_	_
peace	_	_	_	_
activists	_	_	ARG	_
is	PRED	PRED	_	_
a	_	_	_	_
bit	_	_	_	_
too	_	_	_	_
much	_	PRED	_	_
.	_	_	_	_
A	_	_	_	_
woman	_	_	ARG	ARG
walks	PRED	PRED	_	_
into	_	_	_	_
an	_	_	_	_
Israeli	_	_	_	_
restaurant	_	_	_	ARG
in	_	_	_	_
mid-day	_	_	_	ARG
,	_	_	_	_
eats	PRED	PRED	_	_
,	_	_	_	_
observes	PRED	PRED	_	_
families	_	_	ARG	_
with	_	_	_	_
old	_	_	_	_
people	_	_	_	_
and	_	_	_	_
children	_	_	_	_
eating	_	PRED	_	_
their	_	_	_	_
lunch	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
adjacent	_	_	_	_
tables	_	_	_	_
and	_	_	_	_
pays	PRED	PRED	_	_
the	_	_	_	_
bill	_	_	ARG	_
.	_	_	_	_
She	_	_	ARG	ARG
then	_	_	_	ARG
blows	PRED	PRED	_	_
herself	_	_	ARG	ARG
up	_	_	_	ARG
,	_	_	_	_
killing	_	PRED	_	ARG
20	_	_	_	_
people	_	_	ARG	_
,	_	_	_	_
including	_	_	_	_
many	_	_	_	_
children	_	_	_	_
,	_	_	_	_
with	_	_	_	_
heads	_	_	_	_
and	_	_	_	_
arms	_	_	_	_
rolling	_	PRED	_	_
around	_	_	_	_
in	_	_	_	_
the	_	_	_	_
restaurant	_	_	_	_
.	_	_	_	_
She	_	_	ARG	_
is	PRED	PRED	_	_
called	PRED	PRED	_	_
martyr	_	_	_	_
by	_	_	_	_
several	_	_	_	_
Arab	_	_	_	_
leaders	_	_	ARG	_
and	_	_	_	_
activist	_	_	_	_
by	_	_	_	_
the	_	_	_	_
European	_	_	_	_
press	_	_	ARG	_
.	_	_	_	_
Dignitaries	_	_	ARG	ARG
condemn	PRED	PRED	_	_
the	_	_	_	_
act	_	_	ARG	ARG
but	_	_	_	_
visit	PRED	PRED	_	_
her	_	_	_	_
bereaved	_	_	_	_
family	_	_	ARG	_
and	_	_	_	_
the	_	_	_	_
money	_	_	ARG	_
flows	PRED	PRED	_	_
.	_	_	_	_
There	_	_	_	_
is	PRED	PRED	_	_
a	_	_	_	_
new	_	_	_	_
game	_	_	_	ARG
in	_	_	_	_
town	_	_	_	ARG
:	_	_	_	_
The	_	_	_	_
actual	_	_	_	_
murderer	_	_	ARG	_
is	PRED	PRED	_	_
called	PRED	PRED	_	_
|	|	_	_	_	_
the	_	_	_	_
military	_	_	_	_
wing	_	_	_	_
|	|	_	_	_	_
,	_	_	_	_
the	_	_	_	_
one	_	_	_	_
who	_	_	ARG	_
pays	PRED	PRED	_	_
him	_	_	ARG	_
,	_	_	_	_
equips	PRED	PRED	_	_
him	_	_	ARG	_
and	_	_	_	_
sends	PRED	PRED	_	_
him	_	_	ARG	_
is	PRED	PRED	_	_
now	_	_	ARG	_
called	PRED	PRED	_	_
|	|	_	_	_	_
the	_	_	_	_
political	_	_	_	_
wing	_	_	_	_
|	|	_	_	_	_
and	_	_	_	_
the	_	_	_	_
head	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
operation	_	PRED	_	_
is	PRED	PRED	_	_
called	PRED	PRED	_	_
the	_	_	_	_
|	|	_	_	_	_
spiritual	_	_	_	_
leader	_	_	_	_
|	|	_	_	_	_
.	_	_	_	_
There	_	_	_	_
are	PRED	PRED	_	_
numerous	_	_	_	_
other	_	_	_	_
examples	_	_	_	ARG
of	_	_	_	_
such	_	_	_	_
Orwellian	_	_	_	_
nomenclature	_	_	_	_
,	_	_	_	_
used	PRED	PRED	_	_
every	_	_	_	_
day	_	_	_	_
not	_	_	_	_
only	_	_	_	_
by	_	_	_	_
terror	_	_	_	_
chiefs	_	_	ARG	_
but	_	_	_	_
also	_	_	_	_
by	_	_	_	_
Western	_	_	_	_
media	_	_	ARG	_
.	_	_	_	_
These	_	_	_	_
words	_	_	ARG	ARG
are	PRED	PRED	_	_
much	_	_	_	_
more	_	_	_	_
dangerous	_	PRED	_	ARG
than	_	_	_	_
many	_	_	_	_
people	_	_	ARG	_
realize	PRED	PRED	_	_
.	_	_	_	_
It	_	_	ARG	_
was	PRED	PRED	_	_
Joseph	_	_	_	ARG
Goebbels	_	_	_	_
who	_	_	ARG	_
said	PRED	PRED	_	ARG
that	_	_	_	_
if	_	_	_	_
you	_	_	ARG	_
repeat	PRED	PRED	_	_
a	_	_	_	_
lie	_	PRED	ARG	_
often	_	_	_	_
enough	_	_	_	_
,	_	_	_	_
people	_	_	ARG	_
will	_	_	_	_
believe	PRED	PRED	_	_
it	_	_	ARG	_
.	_	_	_	_
He	_	_	ARG	_
is	PRED	PRED	_	_
now	_	_	ARG	_
being	_	PRED	_	_
outperformed	PRED	PRED	_	_
by	_	_	_	_
his	_	_	_	_
successors	_	_	ARG	_
.	_	_	_	_
Huge	_	_	_	_
amounts	_	_	ARG	_
of	_	_	_	_
money	_	_	_	_
,	_	_	_	_
which	_	_	ARG	_
could	_	_	_	_
have	PRED	PRED	_	_
solved	PRED	PRED	_	_
many	_	_	_	_
social	_	_	_	_
problems	_	_	ARG	_
in	_	_	_	_
this	_	_	_	_
dysfunctional	_	_	_	_
part	_	_	_	_
of	_	_	_	_
the	_	_	_	_
world	_	_	_	_
,	_	_	_	_
are	PRED	PRED	_	_
channeled	PRED	PRED	_	_
into	_	_	_	_
three	_	_	_	_
concentric	_	_	_	_
spheres	_	_	_	_
supporting	_	PRED	_	_
death	_	PRED	ARG	_
and	_	_	_	_
murder	_	PRED	_	_
.	_	_	_	_
The	_	_	_	_
money	_	_	ARG	ARG
funds	PRED	PRED	_	_
their	_	_	_	_
travel	_	PRED	ARG	ARG
,	_	_	_	_
explosives	_	_	_	_
,	_	_	_	_
hideouts	_	_	_	_
and	_	_	_	_
permanent	_	_	_	_
search	_	PRED	_	_
for	_	_	_	_
soft	_	_	_	_
vulnerable	_	_	_	_
targets	_	_	_	_
.	_	_	_	_
The	_	_	_	_
inner	_	_	_	_
circles	_	_	ARG	_
are	PRED	PRED	_	_
primarily	_	_	_	_
financed	PRED	PRED	_	_
by	_	_	_	_
terrorist	_	_	_	_
states	_	_	ARG	_
like	_	_	_	_
Iran	_	_	_	_
and	_	_	_	_
Syria	_	_	_	_
,	_	_	_	_
until	_	_	_	_
recently	_	_	_	_
also	_	_	_	_
by	_	_	_	_
Iraq	_	_	ARG	_
and	_	_	_	_
Libya	_	_	_	_
and	_	_	_	_
earlier	_	_	_	_
also	_	_	_	_
by	_	_	_	_
some	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
Communist	_	_	_	_
regimes	_	_	_	_
.	_	_	_	_
They	_	_	ARG	_
are	PRED	PRED	_	_
surrounded	PRED	PRED	_	_
by	_	_	_	_
a	_	_	_	_
second	_	_	_	_
wider	_	_	_	_
circle	_	_	ARG	_
of	_	_	_	_
direct	_	_	_	_
supporters	_	_	_	_
,	_	_	_	_
planners	_	_	_	_
,	_	_	_	_
commanders	_	_	_	_
,	_	_	_	_
preachers	_	_	_	_
,	_	_	_	_
all	_	_	_	_
of	_	_	_	_
whom	_	_	_	_
make	PRED	PRED	_	_
a	_	_	_	_
living	_	PRED	ARG	_
,	_	_	_	_
usually	_	_	_	_
a	_	_	_	_
very	_	_	_	_
comfortable	_	_	_	_
living	_	PRED	ARG	_
,	_	_	_	_
by	_	_	_	_
serving	_	PRED	_	_
as	_	_	_	_
terror	_	_	_	_
infrastructure	_	_	_	_
.	_	_	_	_
Finally	_	_	_	ARG
,	_	_	_	_
we	_	_	ARG	ARG
find	PRED	PRED	_	_
the	_	_	_	_
third	_	_	_	_
circle	_	_	ARG	ARG
of	_	_	_	_
so	_	_	_	_
-	_	_	_	_
called	PRED	_	_	_
religious	_	_	_	_
,	_	_	_	_
educational	_	_	_	_
and	_	_	_	_
welfare	_	_	_	_
organizations	_	_	_	_
,	_	_	_	_
which	_	_	ARG	_
actually	_	_	_	_
do	PRED	PRED	_	_
some	_	_	_	_
good	_	_	ARG	_
,	_	_	_	_
feed	PRED	PRED	_	_
the	_	_	_	_
hungry	_	_	ARG	_
and	_	_	_	_
provide	PRED	PRED	_	_
some	_	_	_	_
schooling	_	PRED	ARG	_
,	_	_	_	_
but	_	_	_	_
brainwash	PRED	PRED	_	_
a	_	_	_	_
new	_	_	_	_
generation	_	_	ARG	_
with	_	_	_	_
hatred	_	_	_	_
,	_	_	_	_
lies	_	PRED	_	_
and	_	_	_	_
ignorance	_	_	_	_
.	_	_	_	_
This	_	_	_	_
circle	_	_	ARG	ARG
operates	PRED	PRED	_	_
mostly	_	_	_	_
through	_	_	_	_
mosques	_	_	_	ARG
,	_	_	_	_
madrasas	_	_	_	_
and	_	_	_	_
other	_	_	_	_
religious	_	_	_	_
establishments	_	_	_	_
but	_	_	_	_
also	_	_	_	_
through	_	_	_	_
inciting	_	PRED	_	_
electronic	_	_	_	_
and	_	_	_	_
printed	PRED	_	_	_
media	_	_	ARG	_
.	_	_	_	_
It	_	_	ARG	_
is	PRED	PRED	_	_
this	_	_	_	_
circle	_	_	_	ARG
that	_	_	ARG	_
makes	PRED	PRED	_	ARG
sure	_	PRED	_	_
that	_	_	_	_
women	_	_	ARG	_
remain	PRED	PRED	_	_
inferior	_	PRED	_	_
,	_	_	_	_
that	_	_	_	_
democracy	_	_	ARG	_
is	PRED	PRED	_	_
unthinkable	_	_	_	_
and	_	_	_	_
that	_	_	_	_
exposure	_	PRED	ARG	_
to	_	_	_	_
the	_	_	_	_
outside	_	_	_	_
world	_	_	ARG	_
is	PRED	PRED	_	_
minimal	_	PRED	_	_
.	_	_	_	_
It	_	_	ARG	_
is	PRED	PRED	_	_
also	_	_	_	ARG
that	_	_	_	_
circle	_	_	_	ARG
that	_	_	ARG	_
leads	PRED	PRED	_	ARG
the	_	_	_	_
way	_	PRED	ARG	_
in	_	_	_	_
blaming	_	PRED	_	_
everybody	_	_	ARG	_
outside	_	_	_	_
the	_	_	_	_
Moslem	_	_	_	_
world	_	_	_	_
,	_	_	_	_
for	_	_	_	_
the	_	_	_	_
miseries	_	_	_	_
of	_	_	_	_
the	_	_	_	_
region	_	_	_	_
.	_	_	_	_
The	_	_	_	_
outer	_	_	_	_
circle	_	_	ARG	_
is	PRED	PRED	_	_
largely	_	_	_	_
financed	PRED	PRED	_	_
by	_	_	_	_
Saudi	_	_	_	_
Arabia	_	_	ARG	_
,	_	_	_	_
but	_	_	_	_
also	_	_	_	_
by	_	_	_	_
donations	_	PRED	ARG	_
from	_	_	_	_
certain	_	_	_	_
Moslem	_	_	_	_
communities	_	_	_	_
in	_	_	_	_
the	_	_	_	_
United	_	_	_	_
States	_	_	_	_
and	_	_	_	_
Europe	_	_	_	_
and	_	_	_	_
,	_	_	_	_
to	_	_	_	_
a	_	_	_	_
smaller	_	_	_	_
extent	_	_	ARG	_
,	_	_	_	_
by	_	_	_	_
donations	_	PRED	ARG	_
of	_	_	_	_
European	_	_	_	_
Governments	_	_	_	_
to	_	_	_	_
various	_	_	_	_
NGO's	_	_	ARG	_
and	_	_	_	_
by	_	_	_	_
certain	_	_	_	_
United	_	_	_	_
Nations	_	_	_	_
organizations	_	_	ARG	_
,	_	_	_	_
whose	_	_	_	_
goals	_	_	ARG	_
may	_	_	_	_
be	PRED	PRED	_	_
noble	_	PRED	_	_
,	_	_	_	_
but	_	_	_	_
they	_	_	ARG	_
are	PRED	PRED	_	_
infested	PRED	PRED	_	_
and	_	_	_	_
exploited	PRED	PRED	_	_
by	_	_	_	_
