token_text	predicates	gold predicates
am	PRED	PRED
in	_	_
the	_	_
office	_	_
so	_	_
give	PRED	PRED
me	_	_
a	_	_
call	_	PRED
.	_	_
The	_	_
deed	_	_
is	PRED	PRED
done	_	PRED
.	_	_
Find	PRED	PRED
attached	PRED	PRED
resume	_	_
and	_	_
cover	_	_
letter	_	_
.	_	_
Hopefully	_	_
he	_	_
did	PRED	PRED
n't	_	_
spel	PRED	PRED
anyting	_	_
incorrectly	_	_
.	_	_
Dan	_	_
is	PRED	PRED
really	_	_
smart	_	_
and	_	_
a	_	_
hard	_	_
worker	_	_
.	_	_
I	_	_
think	PRED	PRED
he	_	_
would	_	_
be	PRED	PRED
a	_	_
good	_	_
fit	_	PRED
.	_	_
Give	PRED	PRED
me	_	_
a	_	_
call	_	PRED
Tuesday	_	_
afternoon	_	_
to	_	_
discuss	PRED	PRED
(	_	_
gone	PRED	PRED
to	_	_
Kelowna	_	_
golfing	_	PRED
for	_	_
the	_	_
weekend	_	_
)	_	_
.	_	_
I	_	_
have	PRED	PRED
n't	_	_
had	PRED	PRED
a	_	_
chance	_	PRED
to	_	_
send	PRED	PRED
it	_	_
yet	_	_
.	_	_
Paul	_	_
is	PRED	PRED
out	_	_
of	_	_
the	_	_
office	_	_
today	_	_
so	_	_
I	_	_
have	PRED	PRED
n't	_	_
had	PRED	PRED
a	_	_
chance	_	PRED
to	_	_
talk	PRED	PRED
to	_	_
him	_	_
.	_	_
I	_	_
'll	_	_
send	PRED	PRED
it	_	_
as	_	_
soon	_	_
as	_	_
you	_	_
resond	PRED	PRED
wether	_	_
I	_	_
should	_	_
or	_	_
not	_	_
.	_	_
Are	PRED	PRED
you	_	_
guys	_	_
still	_	_
looking	_	PRED
for	_	_
an	_	_
analyst	_	_
?	_	_
Should	_	_
I	_	_
send	PRED	PRED
the	_	_
resume	_	_
to	_	_
Dawn	_	_
or	_	_
you	_	_
directly	_	_
?	_	_
Attached	PRED	PRED
is	PRED	PRED
a	_	_
forecast	_	PRED
for	_	_
the	_	_
rest	_	_
of	_	_
the	_	_
summer	_	_
for	_	_
the	_	_
X	_	_
(	_	_
NWP	_	_
and	_	_
PGT	_	_
)	_	_
.	_	_
We	_	_
should	_	_
try	PRED	PRED
to	_	_
have	PRED	PRED
a	_	_
conference	_	_
call	_	PRED
with	_	_
the	_	_
west	_	_
desk	_	_
to	_	_
discuss	PRED	PRED
as	_	_
soon	_	_
as	_	_
we	_	_
can	_	_
.	_	_
See	PRED	PRED
you	_	_
there	_	_
!	_	_
Ryan	_	_
Watt	_	_
says	PRED	PRED
high	_	_
.	_	_
I	_	_
will	_	_
be	PRED	PRED
able	_	PRED
to	_	_
attend	PRED	PRED
.	_	_
Off	_	_
and	_	_
on	_	_
(	_	_
with	_	_
Jackie	_	_
Gentle	_	_
's	_	_
help	_	PRED
)	_	_
I	_	_
have	PRED	PRED
pulled	PRED	PRED
together	_	_
a	_	_
one	_	_
page	_	_
communication	_	_
note	_	_
on	_	_
our	_	_
fundamental	_	_
operating	_	_
standards	_	_
(	_	_
itself	_	_
a	_	_
one	_	_
page	_	_
summary	_	_
)	_	_
.	_	_
We	_	_
are	PRED	PRED
in	_	_
the	_	_
final	_	_
stages	_	_
of	_	_
this	_	_
process	_	PRED
-	_	_
where	_	_
we	_	_
draft	PRED	PRED
a	_	_
cover	_	_
letter	_	_
for	_	_
John	_	_
which	_	_
will	_	_
introduce	PRED	PRED
this	_	_
for	_	_
inclusion	_	PRED
within	_	_
Globalflash	_	_
(	_	_
the	_	_
Enron	_	_
Europe	_	_
newsletter	_	_
)	_	_
Have	PRED	PRED
you	_	_
any	_	_
thoughts	_	PRED
on	_	_
draft	_	_
or	_	_
cover	_	_
note	_	_
?	_	_
Late	_	_
Jan	_	_
sounds	PRED	PRED
great	_	PRED
.	_	_
Meagan	_	_
does	PRED	PRED
have	PRED	PRED
a	_	_
couple	_	_
of	_	_
big	_	_
things	_	_
on	_	_
the	_	_
weekend	_	_
in	_	_
January	_	_
--	_	_
National	_	_
Charity	_	_
League	_	_
Senior	_	_
Presentation	_	_
(	_	_
big	_	_
dance	_	PRED
that	_	_
she	_	_
and	_	_
I	_	_
are	PRED	PRED
committed	_	PRED
to	_	_
help	PRED	PRED
with	_	_
)	_	_
,	_	_
the	_	_
Bearkadette	_	_
Ball	_	_
and	_	_
a	_	_
winter	_	_
party	_	PRED
for	_	_
Cotillion	_	_
.	_	_
I	_	_
believe	PRED	PRED
that	_	_
these	_	_
are	PRED	PRED
three	_	_
weekends	_	_
in	_	_
a	_	_
row	_	_
,	_	_
January	_	_
6	_	_
,	_	_
13	_	_
and	_	_
20th	_	_
.	_	_
So	_	_
the	_	_
last	_	_
weekend	_	_
in	_	_
January	_	_
would	_	_
work	PRED	PRED
well	_	_
(	_	_
and	_	_
I	_	_
will	_	_
need	PRED	PRED
a	_	_
rest	_	PRED
from	_	_
formal	_	_
affairs	_	_
!	_	_
)	_	_
.	_	_
Does	PRED	PRED
that	_	_
work	PRED	PRED
for	_	_
you	_	_
?	_	_
And	_	_
do	PRED	PRED
you	_	_
want	PRED	PRED
to	_	_
do	PRED	PRED
it	_	_
on	_	_
a	_	_
Saturday	_	_
or	_	_
Sunday	_	_
?	_	_
Saturday	_	_
probably	_	_
works	PRED	PRED
better	_	_
for	_	_
me	_	_
,	_	_
just	_	_
so	_	_
that	_	_
I	_	_
am	PRED	PRED
back	_	_
in	_	_
Houston	_	_
and	_	_
doing	_	PRED
laundry	_	_
by	_	_
Sunday	_	_
afternoon	_	_
!!	_	_
Talked	PRED	PRED
to	_	_
the	_	_
little	_	_
mother	_	_
-	_	_
to	_	_
-	_	_
be	_	_
.	_	_
She	_	_
said	PRED	PRED
a	_	_
shower	_	PRED
would	_	_
be	PRED	PRED
grand	_	_
.	_	_
She	_	_
has	PRED	PRED
some	_	_
big	_	_
presentation	_	PRED
mid-January	_	_
.	_	_
How	_	_
does	PRED	PRED
late	_	_
January	_	_
sound	PRED	PRED
to	_	_
you	_	_
.	_	_
Should	_	_
we	_	_
set	PRED	PRED
a	_	_
date	_	_
now	_	_
?	_	_
Am	PRED	PRED
I	_	_
turning	_	PRED
into	_	_
Mother	_	_
?	_	_
I	_	_
think	PRED	PRED
that	_	_
it	_	_
is	PRED	PRED
a	_	_
great	_	_
idea	_	_
to	_	_
get	PRED	PRED
some	_	_
press	_	_
regarding	_	_
our	_	_
fundamental	_	_
operating	_	_
standards	_	_
,	_	_
but	_	_
I	_	_
wonder	PRED	PRED
about	_	_
the	_	_
most	_	_
appropriate	_	_
timing	_	PRED
,	_	_
enough	_	_
of	_	_
a	_	_
global	_	_
message	_	_
and	_	_
the	_	_
means	_	_
of	_	_
delivery	_	PRED
.	_	_
On	_	_
the	_	_
means	_	_
of	_	_
delivery	_	PRED
,	_	_
I	_	_
am	PRED	PRED
not	_	_
sure	_	PRED
from	_	_
your	_	_
note	_	_
whether	_	_
or	_	_
not	_	_
I	_	_
fully	_	_
understand	PRED	PRED
the	_	_
intent	_	_
.	_	_
Is	PRED	PRED
there	_	_
an	_	_
article	_	_
to	_	_
be	PRED	PRED
included	PRED	PRED
in	_	_
an	_	_
Enron	_	_
publication	_	PRED
and	_	_
in	_	_
addition	_	PRED
a	_	_
letter	_	_
to	_	_
be	PRED	PRED
sent	PRED	PRED
under	_	_
John	_	_
's	_	_
name	_	_
(	_	_
if	_	_
so	_	_
,	_	_
to	_	_
whom	_	_
will	_	_
the	_	_
letter	_	_
be	PRED	PRED
sent	PRED	PRED
)	_	_
?	_	_
Or	_	_
is	PRED	PRED
the	_	_
letter	_	_
from	_	_
John	_	_
an	_	_
introduction	_	PRED
to	_	_
be	PRED	PRED
included	PRED	PRED
as	_	_
a	_	_
lead	_	PRED
in	_	_
to	_	_
the	_	_
article	_	_
?	_	_
With	_	_
regard	_	PRED
to	_	_
a	_	_
global	_	_
message	_	_
,	_	_
I	_	_
think	PRED	PRED
that	_	_
one	_	_
of	_	_
the	_	_
key	_	_
points	_	_
around	_	_
fundamental	_	_
operating	_	_
standards	_	_
are	PRED	PRED
that	_	_
they	_	_
are	PRED	PRED
intended	PRED	PRED
to	_	_
be	PRED	PRED
global	_	_
in	_	_
nature	_	_
,	_	_
applied	PRED	PRED
to	_	_
every	_	_
commodity	_	_
and	_	_
every	_	_
location	_	_
where	_	_
we	_	_
engage	PRED	PRED
in	_	_
trading	_	_
activities	_	_
.	_	_
With	_	_
these	_	_
operating	_	_
standards	_	_
implemented	PRED	PRED
worldwide	_	_
,	_	_
we	_	_
will	_	_
know	PRED	PRED
as	_	_
operations	_	_
professionals	_	_
that	_	_
risk	_	PRED
is	PRED	PRED
being	_	PRED
mitigated	PRED	PRED
and	_	_
we	_	_
will	_	_
be	PRED	PRED
able	_	PRED
to	_	_
ensure	PRED	PRED
Enron	_	_
top	_	_
management	_	PRED
that	_	_
there	_	_
is	PRED	PRED
consistency	_	_
in	_	_
operating	_	_
standards	_	_
worldwide	_	_
.	_	_
These	_	_
global	_	_
standards	_	_
also	_	_
should	_	_
enable	PRED	PRED
Enron	_	_
to	_	_
expand	PRED	PRED
its	_	_
business	_	_
reach	_	_
more	_	_
quickly	_	_
,	_	_
with	_	_
well	_	_
defined	PRED	_
requirements	_	PRED
with	_	_
regard	_	PRED
to	_	_
trading	_	_
operations	_	PRED
.	_	_
I	_	_
am	PRED	PRED
not	_	_
sure	_	PRED
from	_	_
the	_	_
article	_	_
as	_	_
written	PRED	PRED
that	_	_
the	_	_
global	_	_
nature	_	_
of	_	_
this	_	_
effort	_	PRED
comes	PRED	PRED
across	_	_
.	_	_
Finally	_	_
,	_	_
a	_	_
question	_	_
regarding	_	_
timing	_	PRED
.	_	_
The	_	_
last	_	_
I	_	_
knew	PRED	PRED
after	_	_
you	_	_
and	_	_
Brent	_	_
drafted	PRED	PRED
this	_	_
starting	_	_
point	_	_
for	_	_
fundamental	_	_
operating	_	_
standards	_	_
was	PRED	PRED
that	_	_
this	_	_
was	PRED	PRED
being	_	PRED
circulated	PRED	PRED
(	_	_
Shona	_	_
took	PRED	PRED
this	_	_
to	_	_
do	PRED	PRED
after	_	_
Brent	_	_
's	_	_
return	_	PRED
to	_	_
Houston	_	_
)	_	_
for	_	_
comments	_	PRED
to	_	_
all	_	_
business	_	_
controllers	_	_
.	_	_
I	_	_
do	PRED	PRED
n't	_	_
believe	PRED	PRED
that	_	_
we	_	_
are	PRED	PRED
quite	_	_
at	_	_
the	_	_
point	_	_
that	_	_
we	_	_
can	_	_
say	PRED	PRED
that	_	_
all	_	_
business	_	_
controllers	_	_
worldwide	_	_
have	PRED	PRED
reviewed	PRED	PRED
,	_	_
understand	PRED	PRED
and	_	_
have	PRED	PRED
implemented	PRED	PRED
these	_	_
standards	_	_
.	_	_
And	_	_
not	_	_
to	_	_
belittle	PRED	PRED
the	_	_
process	_	PRED
of	_	_
creating	_	PRED
the	_	_
standards	_	_
,	_	_
the	_	_
tough	_	_
part	_	_
(	_	_
and	_	_
the	_	_
real	_	_
meat	_	_
behind	_	_
this	_	_
)	_	_
will	_	_
be	PRED	PRED
an	_	_
effective	_	_
exception	_	_
report	_	PRED
on	_	_
a	_	_
global	_	_
basis	_	_
against	_	_
these	_	_
standards	_	_
.	_	_
My	_	_
commitment	_	PRED
to	_	_
Rick	_	_
Causey	_	_
is	PRED	PRED
that	_	_
I	_	_
will	_	_
have	PRED	PRED
that	_	_
global	_	_
report	_	PRED
in	_	_
production	_	PRED
by	_	_
the	_	_
end	_	PRED
of	_	_
the	_	_
year	_	_
.	_	_
There	_	_
is	PRED	PRED
much	_	_
work	_	PRED
to	_	_
do	PRED	PRED
in	_	_
defining	_	PRED
the	_	_
content	_	_
and	_	_
regularity	_	_
of	_	_
the	_	_
report	_	PRED
and	_	_
even	_	_
more	_	_
work	_	PRED
to	_	_
do	PRED	PRED
to	_	_
identify	PRED	PRED
reliable	_	_
sources	_	_
of	_	_
data	_	_
for	_	_
compiling	_	PRED
the	_	_
report	_	PRED
.	_	_
Shona	_	_
has	PRED	PRED
commissioned	PRED	PRED
Mike	_	_
Moscoso	_	_
to	_	_
work	PRED	PRED
on	_	_
this	_	_
,	_	_
and	_	_
I	_	_
believe	PRED	PRED
that	_	_
Mike	_	_
has	PRED	PRED
already	_	_
been	PRED	PRED
working	_	PRED
with	_	_
James	_	_
New	_	_
.	_	_
So	_	_
I	_	_
question	PRED	PRED
whether	_	_
or	_	_
not	_	_
you	_	_
want	PRED	PRED
to	_	_
publish	PRED	PRED
info	_	_
about	_	_
fundamental	_	_
standards	_	_
that	_	_
we	_	_
can	_	_
not	_	_
yet	_	_
report	PRED	PRED
against	_	_
.	_	_
Would	_	_
a	_	_
more	_	_
appropriate	_	_
time	_	_
be	PRED	PRED
after	_	_
the	_	_
Global	_	_
Operations	_	_
Controller	_	_
meeting	_	PRED
in	_	_
October	_	_
when	_	_
we	_	_
should	_	_
have	PRED	PRED
worldwide	_	_
buy	_	_
-	_	_
in	_	_
and	_	_
commitment	_	PRED
to	_	_
these	_	_
standards	_	_
and	_	_
(	_	_
hopefully	_	_
)	_	_
our	_	_
first	_	_
draft	_	_
of	_	_
a	_	_
meaningful	_	_
exception	_	_
report	_	PRED
?	_	_
Sorry	_	_
that	_	_
this	_	_
response	_	PRED
looks	PRED	PRED
so	_	_
long	_	PRED
.	_	_
I	_	_
have	PRED	PRED
been	PRED	PRED
interrupted	PRED	PRED
20	_	_
times	_	_
while	_	_
responding	_	PRED
,	_	_
so	_	_
I	_	_
hope	PRED	PRED
that	_	_
it	_	_
makes	PRED	PRED
sense	_	PRED
.	_	_
Thanks	_	PRED
for	_	_
sharing	_	PRED
this	_	_
with	_	_
me	_	_
.	_	_
Since	_	_
you	_	_
asked	PRED	PRED
for	_	_
input	_	PRED
,	_	_
I	_	_
hope	PRED	PRED
that	_	_
you	_	_
do	PRED	PRED
n't	_	_
mind	PRED	PRED
that	_	_
I	_	_
gave	PRED	PRED
you	_	_
some	_	_
.	_	_
Steve	_	_
,	_	_
I	_	_
noticed	PRED	PRED
that	_	_
our	_	_
allocation	_	PRED
from	_	_
2000	_	_
to	_	_
2001	_	_
is	PRED	PRED
going	_	PRED
up	_	_
by	_	_
21	_	_
%	_	_
year	_	_
on	_	_
year	_	_
(	_	_
ie	_	_
)	_	_
$	_	_
13.9	_	_
M	_	_
from	_	_
$	_	_
11.5	_	_
M	_	_
.	_	_
We	_	_
have	PRED	PRED
been	PRED	PRED
able	_	PRED
to	_	_
keep	PRED	PRED
ENA	_	_
's	_	_
direct	_	_
group	_	_
expenses	_	_
flat	_	PRED
year	_	_
on	_	_
year	_	_
,	_	_
we	_	_
are	PRED	PRED
trying	_	PRED
hard	_	_
to	_	_
keep	PRED	PRED
the	_	_
corporate	_	_
allocation	_	PRED
flat	_	PRED
year	_	_
to	_	_
year	_	_
as	_	_
well	_	_
.	_	_
Do	PRED	PRED
you	_	_
have	PRED	PRED
a	_	_
view	_	PRED
on	_	_
how	_	_
we	_	_
might	_	_
be	PRED	PRED
able	_	PRED
to	_	_
achieve	PRED	PRED
this	_	_
goal	_	_
?	_	_
Regards	_	PRED
Do	PRED	PRED
n't	_	_
worry	PRED	PRED
about	_	_
it	_	_
...	_	_
sorry	_	_
for	_	_
putting	_	PRED
you	_	_
back	_	_
on	_	_
speaker	_	_
.	_	_
I	_	_
just	_	_
wanted	PRED	PRED
Sue	_	_
to	_	_
hear	PRED	PRED
(	_	_
she	_	_
enjoys	PRED	PRED
utility	_	_
bashing	_	PRED
so	_	_
much	_	_
)	_	_
.	_	_
Thanks	_	PRED
for	_	_
the	_	_
comment	_	PRED
on	_	_
the	_	_
hearing	_	PRED
.	_	_
In	_	_
some	_	_
respects	_	PRED
I	_	_
do	PRED	PRED
n't	_	_
think	PRED	PRED
the	_	_
first	_	_
panel	_	_
could	_	_
have	PRED	PRED
gone	PRED	PRED
much	_	_
better	_	_
;	_	_
everyone	_	_
thanked	PRED	PRED
FERC	_	_
for	_	_
intervening	_	PRED
(	_	_
though	_	_
for	_	_
different	_	_
reasons	_	_
)	_	_
.	_	_
The	_	_
other	_	_
staff	_	_
reports	_	PRED
are	PRED	PRED
also	_	_
looking	_	PRED
good	_	PRED
.	_	_
Scott	_	_
Miller	_	_
has	PRED	PRED
been	PRED	PRED
a	_	_
godsend	_	_
--	_	_
somebody	_	_
not	_	_
afraid	_	_
to	_	_
tell	PRED	PRED
it	_	_
like	_	_
it	_	_
is	PRED	PRED
.	_	_
Sent	PRED	PRED
by	_	_
:	_	_
Jeff	_	_
Dasovich	_	_
I	_	_
apologize	PRED	PRED
if	_	_
I	_	_
offended	PRED	PRED
anyone	_	_
.	_	_
Please	_	_
let	PRED	PRED
them	_	_
know	PRED	PRED
that	_	_
I	_	_
was	PRED	PRED
simply	_	_
quoting	_	PRED
the	_	_
CEO	_	_
of	_	_
a	_	_
large	_	_
,	_	_
regulated	PRED	_
utility	_	_
in	_	_
California	_	_
.	_	_
Thanks	_	PRED
for	_	_
attributing	_	PRED
the	_	_
quote	_	PRED
to	_	_
me	_	_
.	_	_
You	_	_
did	PRED	PRED
a	_	_
great	_	_
job	_	_
at	_	_
the	_	_
hearing	_	PRED
----	_	_
it	_	_
went	PRED	PRED
decidely	_	_
downhill	_	_
after	_	_
you	_	_
left	PRED	PRED
.	_	_
Does	PRED	PRED
she	_	_
have	PRED	PRED
any	_	_
interest	_	PRED
in	_	_
meeting	_	PRED
one	_	_
-	_	_
on	_	_
-	_	_
one	_	_
or	_	_
is	PRED	PRED
she	_	_
just	_	_
looking	_	PRED
for	_	_
a	_	_
public	_	_
hanging	_	PRED
?	_	_
I	_	_
remain	PRED	PRED
convinced	_	_
that	_	_
if	_	_
we	_	_
can	_	_
just	_	_
get	PRED	PRED
the	_	_
facts	_	_
in	_	_
front	_	_
of	_	_
people	_	_
they	_	_
will	_	_
modulate	PRED	PRED
their	_	_
approach	_	PRED
.	_	_
Sent	PRED	PRED
by	_	_
:	_	_
Jeff	_	_
Dasovich	_	_
Given	PRED	_
the	_	_
short	_	_
notice	_	PRED
,	_	_
we	_	_
will	_	_
politely	_	_
decline	PRED	PRED
to	_	_
participate	PRED	PRED
at	_	_
the	_	_
hearing	_	PRED
on	_	_
Monday	_	_
,	_	_
but	_	_
will	_	_
let	PRED	PRED
the	_	_
good	_	_
Senator	_	_
know	PRED	PRED
that	_	_
,	_	_
in	_	_
general	_	_
,	_	_
we	_	_
intend	PRED	PRED
to	_	_
engage	PRED	PRED
actively	_	_
in	_	_
the	_	_
process	_	PRED
and	_	_
plan	PRED	PRED
to	_	_
help	PRED	PRED
California	_	_
find	PRED	PRED
a	_	_
solution	_	PRED
that	_	_
works	PRED	PRED
for	_	_
everybody	_	_
.	_	_
See	PRED	PRED
below	_	_
.	_	_
Can	_	_
we	_	_
get	PRED	PRED
some	_	_
help	_	PRED
on	_	_
the	_	_
IBM	_	_
issues	_	PRED
?	_	_
At	_	_
this	_	_
point	_	_
,	_	_
our	_	_
IT	_	_
contacts	_	PRED
are	PRED	PRED
backpedalling	_	PRED
a	_	_
bit	_	_
and	_	_
suggesting	_	PRED
they	_	_
can	_	_
overcome	PRED	PRED
the	_	_
TIBCO	_	_
and	_	_
Terminal	_	_
Server	_	_
problems	_	_
.	_	_
There	_	_
are	PRED	PRED
still	_	_
four	_	_
important	_	_
issues	_	PRED
,	_	_
however	_	_
:	_	_
IT	_	_
still	_	_
can	_	_
not	_	_
commit	PRED	PRED
to	_	_
transferring	_	PRED
messages	_	_
across	_	_
domains	_	_
.	_	_
This	_	_
means	PRED	PRED
that	_	_
messages	_	_
initiated	PRED	PRED
at	_	_
Corp	_	_
and	_	_
intended	PRED	PRED
for	_	_
the	_	_
entire	_	_
Enron	_	_
organization	_	_
will	_	_
not	_	_
reach	PRED	PRED
any	_	_
business	_	_
units	_	_
outside	_	_
the	_	_
Corp	_	_
domain	_	_
.	_	_
No	_	_
messages	_	_
will	_	_
reach	PRED	PRED
the	_	_
EES	_	_
organization	_	_
unless	_	_
IBM	_	_
agrees	PRED	PRED
not	_	_
to	_	_
use	PRED	PRED
their	_	_
proprietary	_	_
message	_	_
delivery	_	PRED
tool	_	_
,	_	_
WebSphere	_	_
,	_	_
and	_	_
will	_	_
use	PRED	PRED
WebLogic	_	_
instead	_	_
.	_	_
WebLogic	_	_
is	PRED	PRED
required	PRED	PRED
by	_	_
BackWeb	_	_
,	_	_
although	_	_
it	_	_
is	PRED	PRED
designed	PRED	PRED
by	_	_
a	_	_
separate	_	_
company	_	_
.	_	_
HR	_	_
,	_	_
intended	PRED	PRED
to	_	_
be	PRED	PRED
a	_	_
key	_	_
user	_	_
of	_	_
this	_	_
tool	_	_
,	_	_
will	_	_
not	_	_
use	PRED	PRED
BackWeb	_	_
because	_	_
survey	_	_
responses	_	PRED
can	_	_
not	_	_
be	PRED	PRED
made	PRED	PRED
anonymous	_	_
.	_	_
HR	_	_
has	PRED	PRED
already	_	_
purchased	PRED	PRED
a	_	_
tool	_	_
called	PRED	PRED
CONFIRMIT	_	_
that	_	_
can	_	_
execute	PRED	PRED
anonymous	_	_
surveys	_	PRED
.	_	_
Messages	_	_
will	_	_
not	_	_
be	PRED	PRED
delivered	PRED	PRED
simultaneously	_	_
to	_	_
all	_	_
users	_	_
in	_	_
the	_	_
same	_	_
domain	_	_
,	_	_
nor	_	_
will	_	_
they	_	_
be	PRED	PRED
delivered	PRED	PRED
for	_	_
two	_	_
to	_	_
five	_	_
hours	_	_
after	_	_
they	_	_
are	PRED	PRED
sent	PRED	PRED
by	_	_
the	_	_
message	_	_
administrator	_	_
.	_	_
Another	_	_
thing	_	_
to	_	_
consider	PRED	PRED
is	PRED	PRED
that	_	_
these	_	_
messages	_	_
will	_	_
be	PRED	PRED
set	_	PRED
to	_	_
expire	PRED	PRED
and	_	_
disappear	PRED	PRED
within	_	_
a	_	_
set	PRED	_
period	_	_
of	_	_
time	_	_
,	_	_
meaning	_	PRED
users	_	_
can	_	_
not	_	_
retrieve	PRED	PRED
them	_	_
and	_	_
read	PRED	PRED
them	_	_
later	_	_
(	_	_
as	_	_
they	_	_
can	_	_
with	_	_
e-mail	_	_
)	_	_
.	_	_
This	_	_
means	PRED	PRED
that	_	_
I	_	_
could	_	_
be	PRED	PRED
away	_	_
from	_	_
the	_	_
office	_	_
for	_	_
several	_	_
days	_	_
and	_	_
miss	PRED	PRED
a	_	_
message	_	_
entirely	_	_
,	_	_
because	_	_
it	_	_
would	_	_
have	PRED	PRED
expired	PRED	PRED
and	_	_
disappeared	PRED	PRED
by	_	_
the	_	_
time	_	_
I	_	_
returned	PRED	PRED
.	_	_
The	_	_
plain	_	_
fact	_	_
is	PRED	PRED
that	_	_
a	_	_
few	_	_
members	_	_
of	_	_
IT	_	_
are	PRED	PRED
pushing	_	PRED
this	_	_
initiative	_	_
,	_	_
but	_	_
they	_	_
lack	PRED	PRED
commercial	_	_
sponsorship	_	_
.	_	_
They	_	_
are	PRED	PRED
hoping	_	PRED
Corp	_	_
will	_	_
foot	PRED	PRED
the	_	_
bill	_	_
for	_	_
a	_	_
pilot	_	_
which	_	_
will	_	_
allow	PRED	PRED
them	_	_
to	_	_
fully	_	_
test	PRED	PRED
this	_	_
tool	_	_
before	_	_
implementing	_	PRED
it	_	_
company	_	_
-	_	_
wide	_	_
.	_	_
Please	_	_
let	PRED	PRED
us	_	_
know	PRED	PRED
if	_	_
you	_	_
have	PRED	PRED
additional	_	_
questions	_	PRED
.	_	_
Do	PRED	PRED
we	_	_
have	PRED	PRED
a	_	_
sense	_	PRED
for	_	_
how	_	_
many	_	_
we	_	_
can	_	_
reach	PRED	PRED
,	_	_
how	_	_
many	_	_
we	_	_
ca	_	_
n't	_	_
and	_	_
where	_	_
they	_	_
are	PRED	PRED
?	_	_
Are	PRED	PRED
whole	_	_
offices	_	_
(	_	_
eg	_	_
Tokyo	_	_
)	_	_
unreachable	_	_
or	_	_
is	PRED	PRED
it	_	_
only	_	_
those	_	_
who	_	_
have	PRED	PRED
home	_	_
offices	_	_
?	_	_
Erin	_	_
Rice	_	_
and	_	_
I	_	_
would	_	_
like	PRED	PRED
to	_	_
meet	PRED	PRED
with	_	_
you	_	_
to	_	_
discuss	PRED	PRED
the	_	_
issues	_	PRED
concerning	_	_
BackWeb	_	_
before	_	_
we	_	_
proceed	PRED	PRED
.	_	_
As	_	_
you	_	_
can	_	_
see	PRED	PRED
from	_	_
the	_	_
Design	_	_
Document	_	_
,	_	_
they	_	_
are	PRED	PRED
pretty	_	_
significant	_	PRED
.	_	_
Thanks	_	PRED
,	_	_
Sent	PRED	PRED
by	_	_
:	_	_
Lysa	_	_
Akin@ECT	_	_
Paul	_	_
Kaufman	_	_
has	PRED	PRED
asked	PRED	PRED
me	_	_
to	_	_
set	PRED	PRED
a	_	_
conference	_	_
call	_	PRED
to	_	_
review	PRED	PRED
the	_	_
FERC	_	_
Meeting	_	PRED
that	_	_
was	PRED	PRED
held	PRED	PRED
Thursday	_	_
,	_	_
Nov.	_	_
9th	_	_
.	_	_
Please	_	_
be	PRED	PRED
advised	PRED	PRED
that	_	_
I	_	_
have	PRED	PRED
set	PRED	PRED
the	_	_
call	_	PRED
as	_	_
follows	PRED	PRED
:	_	_
If	_	_
you	_	_
have	PRED	PRED
any	_	_
questions	_	PRED
,	_	_
please	_	_
call	PRED	PRED
503/464-7927	_	_
.	_	_
it	_	_
's	PRED	PRED
on	_	_
tonight	_	_
it	_	_
's	PRED	_
did	PRED	PRED
you	_	_
watch	PRED	PRED
your	_	_
girl	_	_
on	_	_
tv	_	_
last	_	_
night	_	_
?	_	_
the	_	_
deal	_	_
number	_	_
is	PRED	PRED
814014	_	_
-	_	_
why	_	_
ca	_	_
n't	_	_
you	_	_
see	PRED	PRED
this	_	_
?	_	_
Did	PRED	PRED
you	_	_
do	PRED	PRED
a	_	_
deal	_	PRED
with	_	_
National	_	_
Fuel	_	_
Marketing	_	_
purchasing	_	PRED
3,500	_	_
mmbtu	_	_
on	_	_
May	_	_
30th	_	_
@	_	_
2.975	_	_
?	_	_
They	_	_
are	PRED	PRED
invoicing	_	PRED
for	_	_
this	_	_
and	_	_
I	_	_
do	PRED	PRED
n't	_	_
have	PRED	PRED
an	_	_
invoice	_	_
for	_	_
it	_	_
.	_	_
Can	_	_
you	_	_
give	PRED	PRED
me	_	_
the	_	_
Sitara	_	_
deal	_	_
?	_	_
Thanks	_	PRED
Ok	_	_
to	_	_
book	PRED	PRED
for	_	_
me	_	_
and	_	_
my	_	_
husband	_	_
,	_	_
Joseph	_	_
.	_	_
I	_	_
was	PRED	PRED
issued	PRED	PRED
a	_	_
new	_	_
corporate	_	_
American	_	_
Express	_	_
card	_	_
.	_	_
If	_	_
you	_	_
need	PRED	PRED
any	_	_
more	_	_
info	_	_
,	_	_
please	_	_
advise	PRED	PRED
.	_	_
Otherwise	_	_
,	_	_
I	_	_
will	_	_
assume	PRED	PRED
you	_	_
will	_	_
book	PRED	PRED
the	_	_
two	_	_
tickets	_	_
.	_	_
Thank	PRED	PRED
you	_	_
.	_	_
Actually	_	_
-	_	_
upon	_	_
second	_	_
look	_	PRED
the	_	_
deal	_	_
number	_	_
is	PRED	PRED
814014	_	_
-	_	_
why	_	_
ca	_	_
n't	_	_
you	_	_
see	PRED	PRED
this	_	_
?	_	_
Did	PRED	PRED
you	_	_
do	PRED	PRED
a	_	_
deal	_	PRED
with	_	_
National	_	_
Fuel	_	_
Marketing	_	_
purchasing	_	PRED
3,500	_	_
mmbtu	_	_
on	_	_
May	_	_
30th	_	_
@	_	_
2.975	_	_
?	_	_
They	_	_
are	PRED	PRED
invoicing	_	PRED
for	_	_
this	_	_
and	_	_
I	_	_
do	PRED	PRED
n't	_	_
